Tweet,Tokens,Label,Prediction
true leaders show darating po best job woman vp,"['true', 'leaders', 'show', 'darating', 'po', 'best', 'job', 'woman', 'vp']",Non-hate,0.004572187
gobyernong tapat angat buhay i'm coco average pinoy nakiki-isa pagsuporta kay vice president senator kiko pangilinan tara samahan ninyo kulayan rosas kinabukasan,"['gobyernong', 'tapat', 'angat', 'buhay', ""i'm"", 'coco', 'average', 'pinoy', 'nakiki-isa', 'pagsuporta', 'kay', 'vice', 'president', 'senator', 'kiko', 'pangilinan', 'tara', 'samahan', 'ninyo', 'kulayan', 'rosas', 'kinabukasan']",Non-hate,0.004992497
gobyernong tapat angat buhay si simpleng tao nakiki-isa pagsuporta kay vpresident sen kiko pangilinan kasama tropa senatorial slate bayan matagal nating pinapangarap,"['gobyernong', 'tapat', 'angat', 'buhay', 'si', 'simpleng', 'tao', 'nakiki-isa', 'pagsuporta', 'kay', 'vpresident', 'sen', 'kiko', 'pangilinan', 'kasama', 'tropa', 'senatorial', 'slate', 'bayan', 'matagal', 'nating', 'pinapangarap']",Non-hate,0.0050053
look ceat alumni express support tandem vp sen kiko pangilinan read,"['look', 'ceat', 'alumni', 'express', 'support', 'tandem', 'vp', 'sen', 'kiko', 'pangilinan', 'read']",Non-hate,0.005853972
gobyernong tapat angat buhay si gian rayela bottom nakiki-isa pagsuporta kay vice president senator kiko pangilinan kasama tropa senatorial slate bayan matagal nating pinapangarap tara samahanninyo kulayan,"['gobyernong', 'tapat', 'angat', 'buhay', 'si', 'gian', 'rayela', 'bottom', 'nakiki-isa', 'pagsuporta', 'kay', 'vice', 'president', 'senator', 'kiko', 'pangilinan', 'kasama', 'tropa', 'senatorial', 'slate', 'bayan', 'matagal', 'nating', 'pinapangarap', 'tara', 'samahanninyo', 'kulayan']",Non-hate,0.006037507
favorite kiko murals vp kiko pangilinan standard,"['favorite', 'kiko', 'murals', 'vp', 'kiko', 'pangilinan', 'standard']",Non-hate,0.006067553
madam president maria leonor gerona cutie true leaders show-up man-up po darating best job woman,"['madam', 'president', 'maria', 'leonor', 'gerona', 'cutie', 'true', 'leaders', 'show-up', 'man-up', 'po', 'darating', 'best', 'job', 'woman']",Non-hate,0.00663216
gobyernong tapat angat buhay si blink nakiki-isa pagsuporta kay vice president senator kiko pangilinan kasama tropa senatorial slate bayan matagal nating pinapangarap,"['gobyernong', 'tapat', 'angat', 'buhay', 'si', 'blink', 'nakiki-isa', 'pagsuporta', 'kay', 'vice', 'president', 'senator', 'kiko', 'pangilinan', 'kasama', 'tropa', 'senatorial', 'slate', 'bayan', 'matagal', 'nating', 'pinapangarap']",Non-hate,0.007152752
best job woman,"['best', 'job', 'woman']",Non-hate,0.007877408
best job woman,"['best', 'job', 'woman']",Non-hate,0.007877408
best job woman,"['best', 'job', 'woman']",Non-hate,0.007877408
si mary grace dapar nakikiisa pagsuporta kay vice president senator kiko pangilinan kasama tropa senatorial slate bayan matagal nating pinapangarap tara samahan ninyo ipanalo,"['si', 'mary', 'grace', 'dapar', 'nakikiisa', 'pagsuporta', 'kay', 'vice', 'president', 'senator', 'kiko', 'pangilinan', 'kasama', 'tropa', 'senatorial', 'slate', 'bayan', 'matagal', 'nating', 'pinapangarap', 'tara', 'samahan', 'ninyo', 'ipanalo']",Non-hate,0.00796944
tandaan gobyernong tapat kiko pangilinan,"['tandaan', 'gobyernong', 'tapat', 'kiko', 'pangilinan']",Non-hate,0.008532411
gobyernong tapat angat buhay army nakiki-isa pagsuporta kay vice president senator kiko pangilinan kasama tropa senatorial slate bayan matagal nating pinapangarap,"['gobyernong', 'tapat', 'angat', 'buhay', 'army', 'nakiki-isa', 'pagsuporta', 'kay', 'vice', 'president', 'senator', 'kiko', 'pangilinan', 'kasama', 'tropa', 'senatorial', 'slate', 'bayan', 'matagal', 'nating', 'pinapangarap']",Non-hate,0.008763127
kinabukasan tunay ilalaban si andrei aces taga-suporta bgyo buong tapang tumataya sumusuporta kay vice president sen kiko pangilinan tara ipanalo natin,"['kinabukasan', 'tunay', 'ilalaban', 'si', 'andrei', 'aces', 'taga-suporta', 'bgyo', 'buong', 'tapang', 'tumataya', 'sumusuporta', 'kay', 'vice', 'president', 'sen', 'kiko', 'pangilinan', 'tara', 'ipanalo', 'natin']",Non-hate,0.00911872
"birthday th,i advance birthday wish wishing better philippines wishing new better president vice president wishing president vice president kiko pangilinan","['birthday', 'th,i', 'advance', 'birthday', 'wish', 'wishing', 'better', 'philippines', 'wishing', 'new', 'better', 'president', 'vice', 'president', 'wishing', 'president', 'vice', 'president', 'kiko', 'pangilinan']",Non-hate,0.009490509
best job woman vice president,"['best', 'job', 'woman', 'vice', 'president']",Non-hate,0.009652588
best job woman every time mentions woman last standing strengthens women empowerment perfectly fit job president woman,"['best', 'job', 'woman', 'every', 'time', 'mentions', 'woman', 'last', 'standing', 'strengthens', 'women', 'empowerment', 'perfectly', 'fit', 'job', 'president', 'woman']",Non-hate,0.009876134
pres vp kiko pangilinan road,"['pres', 'vp', 'kiko', 'pangilinan', 'road']",Non-hate,0.010056437
best job woman vp thats president right,"['best', 'job', 'woman', 'vp', 'thats', 'president', 'right']",Non-hate,0.010200169
president vice president kiko panglinan whole tropang angat cutie,"['president', 'vice', 'president', 'kiko', 'panglinan', 'whole', 'tropang', 'angat', 'cutie']",Non-hate,0.010663754
gobyernong tapat angat buhay siyempre ipapanalo po natin si aya magandang nilalang nakikiisa pagsuporta kay vice president senator kiko pangilinan kasama tropa senatorial slate,"['gobyernong', 'tapat', 'angat', 'buhay', 'siyempre', 'ipapanalo', 'po', 'natin', 'si', 'aya', 'magandang', 'nilalang', 'nakikiisa', 'pagsuporta', 'kay', 'vice', 'president', 'senator', 'kiko', 'pangilinan', 'kasama', 'tropa', 'senatorial', 'slate']",Non-hate,0.01119435
oo kay bise presidente kiko pangilinan president yahoo,"['oo', 'kay', 'bise', 'presidente', 'kiko', 'pangilinan', 'president', 'yahoo']",Non-hate,0.011266143
presidente bise presidente kiko pangilinan,"['presidente', 'bise', 'presidente', 'kiko', 'pangilinan']",Non-hate,0.012664706
presidente bise presidente kiko pangilinan,"['presidente', 'bise', 'presidente', 'kiko', 'pangilinan']",Non-hate,0.012664706
presidente bise presidente kiko pangilinan,"['presidente', 'bise', 'presidente', 'kiko', 'pangilinan']",Non-hate,0.012664706
presidente bise presidente kiko pangilinan,"['presidente', 'bise', 'presidente', 'kiko', 'pangilinan']",Non-hate,0.012664706
presidente bise presidente kiko pangilinan,"['presidente', 'bise', 'presidente', 'kiko', 'pangilinan']",Non-hate,0.012664706
presidente bise presidente kiko pangilinan,"['presidente', 'bise', 'presidente', 'kiko', 'pangilinan']",Non-hate,0.012664706
presidente bise presidente kiko pangilinan,"['presidente', 'bise', 'presidente', 'kiko', 'pangilinan']",Non-hate,0.012664706
huling pagkakataon balota pagka presidente vp balota pagka bise presidente sen kiko pangilinan tara ipana7o,"['huling', 'pagkakataon', 'balota', 'pagka', 'presidente', 'vp', 'balota', 'pagka', 'bise', 'presidente', 'sen', 'kiko', 'pangilinan', 'tara', 'ipana7o']",Non-hate,0.014019449
president kiko pangilinan vice president cutiee,"['president', 'kiko', 'pangilinan', 'vice', 'president', 'cutiee']",Non-hate,0.014442219
ngayong darating halalan tatanglaw bayan ilaw tahanan heart soo full lord bigay samin please,"['ngayong', 'darating', 'halalan', 'tatanglaw', 'bayan', 'ilaw', 'tahanan', 'heart', 'soo', 'full', 'lord', 'bigay', 'samin', 'please']",Non-hate,0.014480412
president cutie vice-president kiko pangilinan cutie,"['president', 'cutie', 'vice-president', 'kiko', 'pangilinan', 'cutie']",Non-hate,0.014629005
please bless next president,"['please', 'bless', 'next', 'president']",Non-hate,0.0157758
president kiko pangilinan vice-president,"['president', 'kiko', 'pangilinan', 'vice-president']",Non-hate,0.01600543
day ends balota kiko pangilinan kasama,"['day', 'ends', 'balota', 'kiko', 'pangilinan', 'kasama']",Non-hate,0.016056953
president cutie,"['president', 'cutie']",Non-hate,0.016354797
president cutie,"['president', 'cutie']",Non-hate,0.016354797
president cutie,"['president', 'cutie']",Non-hate,0.016354797
president cutie,"['president', 'cutie']",Non-hate,0.016354797
president cutie,"['president', 'cutie']",Non-hate,0.016354797
president cutie,"['president', 'cutie']",Non-hate,0.016354797
si larasana gamer teacher nakikiisa pagsuporta kay vice president senator kiko pangilinan kasama tropa senatorial slate bayan matagal nating pinapangarap tara samahan ninyo ipanalo,"['si', 'larasana', 'gamer', 'teacher', 'nakikiisa', 'pagsuporta', 'kay', 'vice', 'president', 'senator', 'kiko', 'pangilinan', 'kasama', 'tropa', 'senatorial', 'slate', 'bayan', 'matagal', 'nating', 'pinapangarap', 'tara', 'samahan', 'ninyo', 'ipanalo']",Non-hate,0.018533267
gobyernong tapat angat buhay siyempre ipapanalo po natin nakikiisa pagsuporta kay kiko pangilinan kasama tropa senatorial slate bayan matagal nating pinapangarap,"['gobyernong', 'tapat', 'angat', 'buhay', 'siyempre', 'ipapanalo', 'po', 'natin', 'nakikiisa', 'pagsuporta', 'kay', 'kiko', 'pangilinan', 'kasama', 'tropa', 'senatorial', 'slate', 'bayan', 'matagal', 'nating', 'pinapangarap']",Non-hate,0.019651555
ibinibigay buong pusong pagsuporta kay iboto natin,"['ibinibigay', 'buong', 'pusong', 'pagsuporta', 'kay', 'iboto', 'natin']",Non-hate,0.020680346
presidente bise presidente kiko pangilininannnn,"['presidente', 'bise', 'presidente', 'kiko', 'pangilininannnn']",Non-hate,0.021594493
vp president,"['vp', 'president']",Non-hate,0.023661023
upcoming philippine elections showing love support presidential candidate vice president next president kiko pangilinan next vice president,"['upcoming', 'philippine', 'elections', 'showing', 'love', 'support', 'presidential', 'candidate', 'vice', 'president', 'next', 'president', 'kiko', 'pangilinan', 'next', 'vice', 'president']",Non-hate,0.024145896
please help support president add,"['please', 'help', 'support', 'president', 'add']",Non-hate,0.026836129
plpt sabay sabay po tayong manindigan ipaglaban kandidato future future president balota kitakits po pasigenos,"['plpt', 'sabay', 'sabay', 'po', 'tayong', 'manindigan', 'ipaglaban', 'kandidato', 'future', 'future', 'president', 'balota', 'kitakits', 'po', 'pasigenos']",Non-hate,0.027516443
"nakikinig pantomina songs nag iimagine magsasayaw pantomina dance vp kiko megastar,kasama bagong presidente republika pilipinas senador tropang angat","['nakikinig', 'pantomina', 'songs', 'nag', 'iimagine', 'magsasayaw', 'pantomina', 'dance', 'vp', 'kiko', 'megastar,kasama', 'bagong', 'presidente', 'republika', 'pilipinas', 'senador', 'tropang', 'angat']",Non-hate,0.0283852
next president kiko pangilinan next vice president manifesting claiming,"['next', 'president', 'kiko', 'pangilinan', 'next', 'vice', 'president', 'manifesting', 'claiming']",Non-hate,0.028791958
gobyernong tapat angat buhay siyempre ipapanalo po natin si charles fermin tagaluto grades school mejo ligaw landas kinakaya nmn nakikiisa pagsuporta kay vice president senator kiko,"['gobyernong', 'tapat', 'angat', 'buhay', 'siyempre', 'ipapanalo', 'po', 'natin', 'si', 'charles', 'fermin', 'tagaluto', 'grades', 'school', 'mejo', 'ligaw', 'landas', 'kinakaya', 'nmn', 'nakikiisa', 'pagsuporta', 'kay', 'vice', 'president', 'senator', 'kiko']",Non-hate,0.02901965
best job woman word vp,"['best', 'job', 'woman', 'word', 'vp']",Non-hate,0.029886452
lets president woooh,"['lets', 'president', 'woooh']",Non-hate,0.031153439
next president seventeenth president philippines woman,"['next', 'president', 'seventeenth', 'president', 'philippines', 'woman']",Non-hate,0.035996344
kiko pangilinan,"['kiko', 'pangilinan']",Non-hate,0.038274508
th president republic philippines,"['th', 'president', 'republic', 'philippines']",Non-hate,0.039091706
president leader main rapper main visual main dancer main vocalist queen tingz,"['president', 'leader', 'main', 'rapper', 'main', 'visual', 'main', 'dancer', 'main', 'vocalist', 'queen', 'tingz']",Non-hate,0.040038057
look dating sen nakikipagpulong kaniyang team headquarters mandaluyong city kasagsagan pilipinas debates via atty vic rodriguez fb live patrol,"['look', 'dating', 'sen', 'nakikipagpulong', 'kaniyang', 'team', 'headquarters', 'mandaluyong', 'city', 'kasagsagan', 'pilipinas', 'debates', 'via', 'atty', 'vic', 'rodriguez', 'fb', 'live', 'patrol']",Non-hate,0.041422106
maria leonor gerona th president republic philippines,"['maria', 'leonor', 'gerona', 'th', 'president', 'republic', 'philippines']",Non-hate,0.04205115
breaking influential church group iglesia cristo officially endorses presidential candidate former sen,"['breaking', 'influential', 'church', 'group', 'iglesia', 'cristo', 'officially', 'endorses', 'presidential', 'candidate', 'former', 'sen']",Non-hate,0.043083828
saya tumindig bayan unang boto kay kiko pangilinan sayangin boto masisayat malaman tunay pasado mamuno bansa,"['saya', 'tumindig', 'bayan', 'unang', 'boto', 'kay', 'kiko', 'pangilinan', 'sayangin', 'boto', 'masisayat', 'malaman', 'tunay', 'pasado', 'mamuno', 'bansa']",Non-hate,0.04347908
good two days duterte crowd eh yesterday vp announced presidential run today sen kiko pangilinan accepted run vp maria ressa ph first nobel peace prize laureate looking forward good news,"['good', 'two', 'days', 'duterte', 'crowd', 'eh', 'yesterday', 'vp', 'announced', 'presidential', 'run', 'today', 'sen', 'kiko', 'pangilinan', 'accepted', 'run', 'vp', 'maria', 'ressa', 'ph', 'first', 'nobel', 'peace', 'prize', 'laureate', 'looking', 'forward', 'good', 'news']",Non-hate,0.045163713
grabe million fb live viewers vp page people's council page talaga power kakampinks,"['grabe', 'million', 'fb', 'live', 'viewers', 'vp', 'page', ""people's"", 'council', 'page', 'talaga', 'power', 'kakampinks']",Non-hate,0.045282453
i'm support senator deserve president,"[""i'm"", 'support', 'senator', 'deserve', 'president']",Non-hate,0.04616887
pangilinan says lp mobilize support robredo's campaign already passed resolution endorsing vp candidate president live,"['pangilinan', 'says', 'lp', 'mobilize', 'support', ""robredo's"", 'campaign', 'already', 'passed', 'resolution', 'endorsing', 'vp', 'candidate', 'president', 'live']",Non-hate,0.046477016
bayan pagbabago magandang kinabukasan ngayong boto kay kiko presidente pangilinan bise-presidente sigurado lenikiko,"['bayan', 'pagbabago', 'magandang', 'kinabukasan', 'ngayong', 'boto', 'kay', 'kiko', 'presidente', 'pangilinan', 'bise-presidente', 'sigurado', 'lenikiko']",Non-hate,0.0472582
bayan pagbabago magandang kinabukasan ngayong boto kay kiko presidente pangilinan bise-presidente sigurado lenikiko,"['bayan', 'pagbabago', 'magandang', 'kinabukasan', 'ngayong', 'boto', 'kay', 'kiko', 'presidente', 'pangilinan', 'bise-presidente', 'sigurado', 'lenikiko']",Non-hate,0.0472582
ph coronavirus updates team officially endorsing presidential vice presidential candidates kiko pangilinan,"['ph', 'coronavirus', 'updates', 'team', 'officially', 'endorsing', 'presidential', 'vice', 'presidential', 'candidates', 'kiko', 'pangilinan']",Non-hate,0.04864631
happy followers vice president,"['happy', 'followers', 'vice', 'president']",Non-hate,0.049118888
president ferdinand,"['president', 'ferdinand']",Non-hate,0.05158333
naiiyak po everytime see president,"['naiiyak', 'po', 'everytime', 'see', 'president']",Non-hate,0.052039605
president philippines cutie,"['president', 'philippines', 'cutie']",Non-hate,0.05495018
next president philippines,"['next', 'president', 'philippines']",Non-hate,0.05496811
saw group h2h volunteers somewhere along taft shouted presidente replied bise presidente kiko pangilinian i'm teary eyed thinking living world full support radical love please lang po,"['saw', 'group', 'h2h', 'volunteers', 'somewhere', 'along', 'taft', 'shouted', 'presidente', 'replied', 'bise', 'presidente', 'kiko', 'pangilinian', ""i'm"", 'teary', 'eyed', 'thinking', 'living', 'world', 'full', 'support', 'radical', 'love', 'please', 'lang', 'po']",Non-hate,0.05625405
proud filipino yan presidente vp,"['proud', 'filipino', 'yan', 'presidente', 'vp']",Non-hate,0.056648884
right future president republic philippines arrived,"['right', 'future', 'president', 'republic', 'philippines', 'arrived']",Non-hate,0.057241753
palayain duda pangamba president,"['palayain', 'duda', 'pangamba', 'president']",Non-hate,0.057547577
love people unite nation make philippines great let's support future president,"['love', 'people', 'unite', 'nation', 'make', 'philippines', 'great', ""let's"", 'support', 'future', 'president']",Non-hate,0.05949429
remain impressed mr,"['remain', 'impressed', 'mr']",Non-hate,0.05967422
day manifesting next president philippines,"['day', 'manifesting', 'next', 'president', 'philippines']",Non-hate,0.06088047
tara ipakita buong pagsuporta mabuting pinuno si sama-sama nating ipanalo,"['tara', 'ipakita', 'buong', 'pagsuporta', 'mabuting', 'pinuno', 'si', 'sama-sama', 'nating', 'ipanalo']",Non-hate,0.064691074
tara ipakita buong pagsuporta mabuting pinuno si sama-sama nating ipanalo,"['tara', 'ipakita', 'buong', 'pagsuporta', 'mabuting', 'pinuno', 'si', 'sama-sama', 'nating', 'ipanalo']",Non-hate,0.064691074
faith lord win presidente.god bless po sumusuporta,"['faith', 'lord', 'win', 'presidente.god', 'bless', 'po', 'sumusuporta']",Non-hate,0.06575742
president,['president'],Non-hate,0.06674732
president,['president'],Non-hate,0.06674732
president,['president'],Non-hate,0.06674732
president,['president'],Non-hate,0.06674732
president,['president'],Non-hate,0.06674732
yes mami bang isigaw presidente bise presidente kiko pangilinan gobyerning tapat angat buhay,"['yes', 'mami', 'bang', 'isigaw', 'presidente', 'bise', 'presidente', 'kiko', 'pangilinan', 'gobyerning', 'tapat', 'angat', 'buhay']",Non-hate,0.0668322
louder madam president,"['louder', 'madam', 'president']",Non-hate,0.06788089
vp clearly ready th president philippines,"['vp', 'clearly', 'ready', 'th', 'president', 'philippines']",Non-hate,0.06846304
pink today filipino tomorrow thank vp transforming better truly leader inspires,"['pink', 'today', 'filipino', 'tomorrow', 'thank', 'vp', 'transforming', 'better', 'truly', 'leader', 'inspires']",Non-hate,0.06849008
manifesting vice president president next week,"['manifesting', 'vice', 'president', 'president', 'next', 'week']",Non-hate,0.06881505
done much time allotted question enough answer clear concise answers..stand performance president,"['done', 'much', 'time', 'allotted', 'question', 'enough', 'answer', 'clear', 'concise', 'answers..stand', 'performance', 'president']",Non-hate,0.069618575
thank good heart,"['thank', 'good', 'heart']",Non-hate,0.069720924
mom sister voted vp coming election i'm proud say whole family including vote vp next president republic philippines,"['mom', 'sister', 'voted', 'vp', 'coming', 'election', ""i'm"", 'proud', 'say', 'whole', 'family', 'including', 'vote', 'vp', 'next', 'president', 'republic', 'philippines']",Non-hate,0.07126161
presidential candidate vp explains five points angat buhay pilipino plan aims fuel economic recovery covid pandemic,"['presidential', 'candidate', 'vp', 'explains', 'five', 'points', 'angat', 'buhay', 'pilipino', 'plan', 'aims', 'fuel', 'economic', 'recovery', 'covid', 'pandemic']",Non-hate,0.07257432
jodi sta maria nag-house-to-house campaign kiko pangilinan chel diokno,"['jodi', 'sta', 'maria', 'nag-house-to-house', 'campaign', 'kiko', 'pangilinan', 'chel', 'diokno']",Non-hate,0.07549273
need change better future need god bless po,"['need', 'change', 'better', 'future', 'need', 'god', 'bless', 'po']",Non-hate,0.076321155
pula pilipinas road malacanang president,"['pula', 'pilipinas', 'road', 'malacanang', 'president']",Non-hate,0.084950686
gloc naniniwala kasanayan kredibilidad plataporma nina kiko pangilinan sana kayo rin po,"['gloc', 'naniniwala', 'kasanayan', 'kredibilidad', 'plataporma', 'nina', 'kiko', 'pangilinan', 'sana', 'kayo', 'rin', 'po']",Non-hate,0.08552765
update closing statement smni's presidential debate rallied unity again--this time mentioning pagkakaisa times minutes nangangailangan tulong said via,"['update', 'closing', 'statement', ""smni's"", 'presidential', 'debate', 'rallied', 'unity', 'again--this', 'time', 'mentioning', 'pagkakaisa', 'times', 'minutes', 'nangangailangan', 'tulong', 'said', 'via']",Non-hate,0.08747049
comelec debate valedictorian salutatorian st honorable mention best religion best conduct listening ernesto noisy joey absent mr,"['comelec', 'debate', 'valedictorian', 'salutatorian', 'st', 'honorable', 'mention', 'best', 'religion', 'best', 'conduct', 'listening', 'ernesto', 'noisy', 'joey', 'absent', 'mr']",Non-hate,0.088411346
supporters welcome presidential candidate vice president rosas pink festival held northwestern visayan colleges kalibo aklan via news5/ryan vp media bureau,"['supporters', 'welcome', 'presidential', 'candidate', 'vice', 'president', 'rosas', 'pink', 'festival', 'held', 'northwestern', 'visayan', 'colleges', 'kalibo', 'aklan', 'via', 'news5/ryan', 'vp', 'media', 'bureau']",Non-hate,0.09117147
iboto natin yung talagang naidulot maganda bansa natin tumutulong patuloy tutulong bansa madaling salita vote vp president,"['iboto', 'natin', 'yung', 'talagang', 'naidulot', 'maganda', 'bansa', 'natin', 'tumutulong', 'patuloy', 'tutulong', 'bansa', 'madaling', 'salita', 'vote', 'vp', 'president']",Non-hate,0.09284594
huling araw nang pisikal pag suporta kay vp say best experience since day decided run proud say i'm right side history,"['huling', 'araw', 'nang', 'pisikal', 'pag', 'suporta', 'kay', 'vp', 'say', 'best', 'experience', 'since', 'day', 'decided', 'run', 'proud', 'say', ""i'm"", 'right', 'side', 'history']",Non-hate,0.09371098
pink power seeks thwart comeback,"['pink', 'power', 'seeks', 'thwart', 'comeback']",Non-hate,0.09676882
yes kudos vp consistent sagot plataporma stay safe po,"['yes', 'kudos', 'vp', 'consistent', 'sagot', 'plataporma', 'stay', 'safe', 'po']",Non-hate,0.096929476
first day covid pandemic via wow vp true leader world top pandemic needed done let lead phil vot president,"['first', 'day', 'covid', 'pandemic', 'via', 'wow', 'vp', 'true', 'leader', 'world', 'top', 'pandemic', 'needed', 'done', 'let', 'lead', 'phil', 'vot', 'president']",Non-hate,0.099808775
madam presidente,"['madam', 'presidente']",Non-hate,0.10048303
praying circle win president,"['praying', 'circle', 'win', 'president']",Non-hate,0.10075506
yan presidente magiging madam president natin handa plano resibo,"['yan', 'presidente', 'magiging', 'madam', 'president', 'natin', 'handa', 'plano', 'resibo']",Non-hate,0.102332145
"sabayan po ninyo gab presidente robredo,vice presidente kiko pangilina yan po bagong theme song bata","['sabayan', 'po', 'ninyo', 'gab', 'presidente', 'robredo,vice', 'presidente', 'kiko', 'pangilina', 'yan', 'po', 'bagong', 'theme', 'song', 'bata']",Non-hate,0.107763454
bbm vlog plano ofws pamilya via,"['bbm', 'vlog', 'plano', 'ofws', 'pamilya', 'via']",Non-hate,0.108786166
therefore conclude best option candidates,"['therefore', 'conclude', 'best', 'option', 'candidates']",Non-hate,0.110276684
napapagod si presidential candidate panfilo krusada ngayong halalan layong imulat pilipino mabigat hamon serbisyo publiko,"['napapagod', 'si', 'presidential', 'candidate', 'panfilo', 'krusada', 'ngayong', 'halalan', 'layong', 'imulat', 'pilipino', 'mabigat', 'hamon', 'serbisyo', 'publiko']",Non-hate,0.111974865
great job debate,"['great', 'job', 'debate']",Non-hate,0.11507536
president salamat ces drilon huhusga sayo pipiliin kapakinabangan tao,"['president', 'salamat', 'ces', 'drilon', 'huhusga', 'sayo', 'pipiliin', 'kapakinabangan', 'tao']",Non-hate,0.11975754
getting goosebumps maraming salamat vp tapang tibay maraming umaasa sa'yo ipapanalo natin,"['getting', 'goosebumps', 'maraming', 'salamat', 'vp', 'tapang', 'tibay', 'maraming', 'umaasa', ""sa'yo"", 'ipapanalo', 'natin']",Non-hate,0.12014879
walk battle ground tomorrow inspired ready hamakin patuloy pakikipagusap kay robredo.#kayleninatayo,"['walk', 'battle', 'ground', 'tomorrow', 'inspired', 'ready', 'hamakin', 'patuloy', 'pakikipagusap', 'kay', 'robredo.#kayleninatayo']",Non-hate,0.12330458
applaud courage opposition leader tells rappler ceo maria ressa,"['applaud', 'courage', 'opposition', 'leader', 'tells', 'rappler', 'ceo', 'maria', 'ressa']",Non-hate,0.126779
pag pangulo yayabong demokrasya tataas antas halalan babangon ekonomiya mawawala trapo di po makakaabala sabay sabay po taung magtirik kandila sunday pm upang bigyan liwanag bansa ccto,"['pag', 'pangulo', 'yayabong', 'demokrasya', 'tataas', 'antas', 'halalan', 'babangon', 'ekonomiya', 'mawawala', 'trapo', 'di', 'po', 'makakaabala', 'sabay', 'sabay', 'po', 'taung', 'magtirik', 'kandila', 'sunday', 'pm', 'upang', 'bigyan', 'liwanag', 'bansa', 'ccto']",Non-hate,0.12749937
pilipinong tumindig hangad tapat gobyerno hakot artista ipanalo natin,"['pilipinong', 'tumindig', 'hangad', 'tapat', 'gobyerno', 'hakot', 'artista', 'ipanalo', 'natin']",Non-hate,0.12777129
sama-sama tayong babangon closes speech tonight,"['sama-sama', 'tayong', 'babangon', 'closes', 'speech', 'tonight']",Non-hate,0.12845966
manalo matalo kay hganggang dulo,"['manalo', 'matalo', 'kay', 'hganggang', 'dulo']",Non-hate,0.1306826
manalo matalo kay hganggang dulo,"['manalo', 'matalo', 'kay', 'hganggang', 'dulo']",Non-hate,0.1306826
